Gene stable ID,Drosophila melanogaster - (Fruit fly) gene name,Drosophila melanogaster - (Fruit fly) gene stable ID,"Drosophila melanogaster - (Fruit fly) orthology confidence [0 low, 1 high]",Drosophila melanogaster - (Fruit fly) homology type
LOC4801837,Smu1,FBgn0038666,1,ortholog_one2one
LOC4800611,CSN6,FBgn0028837,1,ortholog_one2one
LOC4815852,l(1)G0196,FBgn0027279,1,ortholog_one2one
LOC4817680,GCS2beta,FBgn0032643,1,ortholog_one2one
LOC4812987,Prosbeta2,FBgn0023174,1,ortholog_one2one
LOC4803724,Gpdh2,FBgn0034825,1,ortholog_one2one
LOC4804213,CG4294,FBgn0034742,1,ortholog_one2one
LOC26532979,loh,FBgn0032252,0,ortholog_one2one
LOC4812910,Ssl1,FBgn0037202,1,ortholog_one2one
LOC4816298,mTTF,FBgn0028530,1,ortholog_one2one
LOC4802099,Dad,FBgn0020493,1,ortholog_one2one
LOC4803876,L,FBgn0288433,1,ortholog_one2one
LOC6903368,Shawl,FBgn0085395,1,ortholog_one2one
LOC4804033,Optix,FBgn0025360,1,ortholog_one2one
LOC4814007,chb,FBgn0021760,0,ortholog_one2one
LOC6902587,Hsp60C,FBgn0031728,1,ortholog_one2one
LOC4815545,Prosbeta2R1,FBgn0029812,1,ortholog_one2one
LOC4801671,pinta,FBgn0038966,1,ortholog_one2one
LOC4816215,CG13108,FBgn0032100,1,ortholog_one2one
LOC4800491,ppk21,FBgn0039675,1,ortholog_one2one
LOC6900043,CG15021,FBgn0035544,1,ortholog_one2one
LOC4815346,Spg7,FBgn0024992,1,ortholog_one2one
LOC4812818,Ocho,FBgn0040296,1,ortholog_one2one
LOC4802958,Mics1,FBgn0037506,1,ortholog_one2one
LOC6897252,CG15695,FBgn0038832,1,ortholog_one2many
LOC4801853,CG4360,FBgn0038787,1,ortholog_one2one
LOC4801708,CG33722,FBgn0064126,0,ortholog_one2one
LOC4817234,Tep3,FBgn0041181,1,ortholog_one2one
LOC4803035,Iru,FBgn0037653,1,ortholog_one2one
LOC4801199,CG14331,FBgn0038510,1,ortholog_one2one
LOC4805490,tej,FBgn0033921,1,ortholog_one2many
LOC4813114,IntS10,FBgn0035462,1,ortholog_one2one
LOC4812435,wrm1,FBgn0264302,1,ortholog_one2one
LOC4815678,Pfrx,FBgn0027621,1,ortholog_one2one
LOC26532854,CG42833,FBgn0262022,1,ortholog_one2one
LOC6898357,CG42329,FBgn0259229,0,ortholog_one2one
LOC4817527,CG15356,FBgn0031377,1,ortholog_one2one
LOC4813576,Pus7,FBgn0035901,1,ortholog_one2one
LOC4815130,car,FBgn0000257,1,ortholog_one2one
LOC4813833,CG5707,FBgn0026593,1,ortholog_one2one
LOC4805288,CG10433,FBgn0034638,1,ortholog_one2one
LOC4812540,PAN3,FBgn0035397,1,ortholog_one2one
LOC6898687,CG18004,FBgn0033566,1,ortholog_one2one
LOC4817100,ppk18,FBgn0265001,0,ortholog_one2one
LOC4817471,CG13117,FBgn0032140,1,ortholog_one2one
LOC4812684,Ubc4,FBgn0015321,1,ortholog_one2one
LOC6897852,CG1288,FBgn0250845,0,ortholog_one2one
LOC4803228,CG4073,FBgn0037827,0,ortholog_one2one
LOC4805072,blo,FBgn0289556,1,ortholog_one2one
LOC4814282,CG15043,FBgn0030929,1,ortholog_one2one
LOC4816221,CG32987,FBgn0052987,1,ortholog_one2one
LOC4817337,CG10621,FBgn0032726,1,ortholog_one2one
LOC4814410,CG3706,FBgn0040342,0,ortholog_one2one
LOC6897147,TwdlH,FBgn0051080,1,ortholog_one2one
LOC6904012,tinc,FBgn0261649,1,ortholog_one2one
LOC4800765,CG5246,FBgn0038484,1,ortholog_one2one
LOC4813891,Gcn5,FBgn0020388,1,ortholog_one2one
LOC6898196,Or65c,FBgn0041623,0,ortholog_many2many
LOC6898196,Or65b,FBgn0041624,0,ortholog_many2many
LOC6898196,Or65a,FBgn0041625,0,ortholog_many2many
LOC4816593,CG17349,FBgn0032771,1,ortholog_one2one
LOC4813643,Cpr78Cc,FBgn0037069,1,ortholog_one2many
LOC6898470,Nadk1b,FBgn0053156,1,ortholog_one2one
LOC4800733,Tsp97E,FBgn0039465,0,ortholog_one2one
LOC4811948,beg,FBgn0036691,1,ortholog_one2one
LOC6898283,qvr,FBgn0260499,1,ortholog_one2one
LOC4812903,SLC22A,FBgn0037140,1,ortholog_one2one
LOC4815494,Arp10,FBgn0031050,0,ortholog_one2one
LOC4814771,mRpL33,FBgn0040907,0,ortholog_one2many
LOC4801742,Gdh,FBgn0001098,1,ortholog_one2one
LOC4816660,Or23a,FBgn0026395,1,ortholog_one2one
LOC4804441,Sec6,FBgn0266671,0,ortholog_one2one
LOC4805041,CG8248,FBgn0033347,1,ortholog_one2one
LOC6898439,CG33012,FBgn0053012,1,ortholog_one2one
LOC4805325,Rab3,FBgn0005586,1,ortholog_one2one
LOC4802366,Kdsr,FBgn0039304,1,ortholog_one2one
LOC4813426,in,FBgn0001259,1,ortholog_one2one
LOC6897882,CG17816,FBgn0037525,1,ortholog_one2one
LOC4803871,CG8435,FBgn0034084,1,ortholog_one2one
LOC6900641,Srg2,FBgn0262007,1,ortholog_one2many
LOC6900641,CG32054,FBgn0052054,1,ortholog_one2many
LOC4812727,Cpr66D,FBgn0052029,1,ortholog_one2one
LOC6898020,CG33262,FBgn0053262,0,ortholog_one2one
LOC4800594,alpha-Man-IIa,FBgn0011740,1,ortholog_one2one
LOC4801535,CG5697,FBgn0038846,0,ortholog_one2one
LOC4805093,dgt5,FBgn0033740,1,ortholog_one2one
LOC4812324,Mettl2,FBgn0035247,1,ortholog_one2one
LOC6899751,BckdhB,FBgn0039993,0,ortholog_one2one
LOC4800989,Theg,FBgn0038921,1,ortholog_one2one
LOC4801991,yellow-e,FBgn0041711,1,ortholog_one2one
LOC6901107,ph-p,FBgn0004861,1,ortholog_many2many
LOC6901107,ph-d,FBgn0004860,1,ortholog_many2many
LOC4801271,CheA87a,FBgn0038142,1,ortholog_one2one
LOC6897745,Jhbp16,FBgn0038894,1,ortholog_one2many
LOC4804220,bonsai,FBgn0026261,1,ortholog_one2one
LOC4817753,CG31974,FBgn0051974,1,ortholog_one2one
LOC4813434,GNBP2,FBgn0040322,1,ortholog_one2one
LOC6901958,inaF-B,FBgn0259918,1,ortholog_one2one
LOC4818119,Arpc4,FBgn0284255,1,ortholog_one2one
LOC4815884,CG4607,FBgn0029932,0,ortholog_one2one
LOC4814739,CG12056,FBgn0030099,1,ortholog_one2one
LOC117183616,Fmo-1,FBgn0034943,1,ortholog_one2one
LOC4816968,CG13113,FBgn0032126,1,ortholog_one2one
LOC6897879,CG34384,FBgn0085413,1,ortholog_one2one
LOC4805229,unc-5,FBgn0034013,0,ortholog_one2one
LOC6902416,CG12782,FBgn0034838,0,ortholog_one2one
LOC13036484,CG13045,FBgn0036596,1,ortholog_one2one
LOC6900047,CG32241,FBgn0052241,1,ortholog_one2one
LOC4804622,CG30429,FBgn0050429,0,ortholog_one2one
LOC6897159,tnc,FBgn0039257,1,ortholog_one2one
LOC4813005,CG32199,FBgn0052199,1,ortholog_one2one
LOC4817509,CG31937,FBgn0031360,1,ortholog_one2one
LOC4800881,H,FBgn0001169,1,ortholog_one2one
LOC4802311,5-HT2A,FBgn0087012,1,ortholog_one2one
LOC6902754,Tim23,FBgn0267976,0,ortholog_one2one
LOC4804892,GalT1,FBgn0053145,1,ortholog_one2one
LOC4802122,CG31109,FBgn0051109,0,ortholog_one2one
LOC4805191,CG17575,FBgn0250842,1,ortholog_one2one
LOC6896787,CG15923,FBgn0038814,1,ortholog_one2one
LOC6897393,Rift,FBgn0039882,1,ortholog_one2one
LOC26532338,Glyat,FBgn0054010,1,ortholog_one2one
LOC6901836,CG14052,FBgn0029606,1,ortholog_one2one
LOC4801600,Slu7,FBgn0039626,1,ortholog_one2one
LOC4818045,IPIP,FBgn0031768,1,ortholog_one2one
LOC4813278,Dyro,FBgn0036152,1,ortholog_one2one
LOC4816010,CG6927,FBgn0029733,1,ortholog_one2one
LOC4801811,CG7483,FBgn0037573,1,ortholog_one2one
LOC4814157,CG4080,FBgn0035983,1,ortholog_one2one
LOC4814613,Socs16D,FBgn0030869,1,ortholog_one2one
LOC6903161,CG10801,FBgn0029660,0,ortholog_one2one
LOC6897631,Rcd5,FBgn0263832,0,ortholog_one2many
LOC4802569,gish,FBgn0250823,1,ortholog_one2one
LOC4817019,ND-13A,FBgn0031684,1,ortholog_one2one
LOC4812173,CG5157,FBgn0036575,1,ortholog_one2one
LOC4805046,CCT8,FBgn0284436,1,ortholog_one2one
LOC117184170,Mal-A5,FBgn0050359,0,ortholog_many2many
LOC6901956,m,FBgn0002577,1,ortholog_one2one
LOC4804141,hpo,FBgn0261456,1,ortholog_one2one
LOC4812640,RfC4,FBgn0260985,1,ortholog_one2one
LOC6901592,CG15399,FBgn0031460,0,ortholog_one2many
LOC4801436,Tssk,FBgn0038630,1,ortholog_one2one
LOC4813853,Ir75c,FBgn0261401,1,ortholog_one2one
LOC4816368,RanGAP,FBgn0003346,1,ortholog_one2one
LOC4805677,unc-104,FBgn0267002,0,ortholog_one2one
LOC6898041,CG13177,FBgn0040759,1,ortholog_one2one
LOC6897569,CHKov2,FBgn0039328,1,ortholog_one2one
LOC6902789,Cpr30B,FBgn0032125,1,ortholog_one2one
LOC4811692,CG10561,FBgn0002036,1,ortholog_one2one
LOC6902936,sau,FBgn0267378,1,ortholog_one2one
LOC6900405,Ank2,FBgn0261788,1,ortholog_one2one
LOC4804851,dup,FBgn0000996,1,ortholog_one2one
LOC4812981,ecd,FBgn0000543,1,ortholog_one2one
LOC4803466,Tsp42En,FBgn0033135,1,ortholog_one2one
LOC4801499,CG12945,FBgn0037755,1,ortholog_one2many
LOC4813971,fbl,FBgn0011205,1,ortholog_one2one
LOC4816053,orion,FBgn0027280,1,ortholog_one2one
LOC6897651,CG6901,FBgn0038414,1,ortholog_one2many
LOC6897651,CG17929,FBgn0038415,1,ortholog_one2many
LOC6897664,Cyp313a1,FBgn0038236,0,ortholog_many2many
LOC6897664,Cyp313a3,FBgn0038007,1,ortholog_many2many
LOC6897664,Cyp313a2,FBgn0038006,1,ortholog_many2many
LOC6897664,Cyp313a5,FBgn0038005,1,ortholog_many2many
LOC4805276,GlcT,FBgn0067102,1,ortholog_one2one
LOC4801700,stck,FBgn0020249,1,ortholog_one2one
LOC6898453,Glo1,FBgn0283450,0,ortholog_one2one
LOC4818165,CG5973,FBgn0031914,1,ortholog_one2one
LOC4805323,CG7220,FBgn0033544,1,ortholog_one2one
LOC6900445,Sec63,FBgn0035771,0,ortholog_one2many
LOC6900156,CG13028,FBgn0036676,1,ortholog_one2one
LOC4813447,CG8003,FBgn0036096,1,ortholog_one2one
LOC4816426,Ttc30,FBgn0032470,1,ortholog_one2one
LOC4816047,CG6978,FBgn0029727,1,ortholog_one2one
LOC4802261,bcd,FBgn0000166,1,ortholog_one2one
LOC4800605,drn,FBgn0266410,1,ortholog_one2one
LOC4804376,mRpL53,FBgn0050481,1,ortholog_one2one
LOC4812556,Taf6,FBgn0010417,1,ortholog_one2one
LOC6897158,Rpt6R,FBgn0039788,0,ortholog_one2one
LOC4814266,Flad1,FBgn0030431,1,ortholog_one2one
LOC4803710,CG3502,FBgn0046253,1,ortholog_one2one
LOC6902138,Elys,FBgn0031052,0,ortholog_one2one
LOC6902706,Vajk1,FBgn0028938,1,ortholog_one2one
LOC4811763,sd,FBgn0003345,0,ortholog_one2one
LOC4804043,Psc,FBgn0005624,1,ortholog_one2one
LOC4802011,Lkb1,FBgn0038167,1,ortholog_one2one
LOC4816021,Alg14,FBgn0030645,1,ortholog_one2one
LOC6901448,Sh,FBgn0003380,0,ortholog_one2one
LOC4811793,CG31997,FBgn0051997,0,ortholog_one2one
LOC4800249,RpL32,FBgn0002626,1,ortholog_one2one
LOC4813790,CG8541,FBgn0035788,1,ortholog_one2one
LOC4801170,unk,FBgn0004395,0,ortholog_one2one
LOC4817415,CG4213,FBgn0031251,1,ortholog_one2one
LOC6899402,elfless,FBgn0032660,0,ortholog_many2many
LOC6899402,CG43058,FBgn0262360,0,ortholog_many2many
LOC4814415,CG15571,FBgn0029696,1,ortholog_one2one
LOC4802744,tub,FBgn0003882,1,ortholog_one2one
LOC4813914,CG12011,FBgn0035257,1,ortholog_one2one
LOC4800841,CG5961,FBgn0038056,1,ortholog_one2one
LOC4814692,sev,FBgn0003366,1,ortholog_one2one
LOC4804611,Fkbp12,FBgn0013954,0,ortholog_one2one
LOC6900039,Ptip,FBgn0052133,1,ortholog_one2one
LOC4815933,CG12239,FBgn0029810,1,ortholog_one2one
LOC4816286,cyst,FBgn0032796,1,ortholog_one2one
LOC4812317,Dred,FBgn0036882,1,ortholog_one2one
LOC4817037,Ugt37E1,FBgn0040261,1,ortholog_one2one
LOC4802128,CG11790,FBgn0039265,0,ortholog_one2one
LOC4814919,CG18809,FBgn0042132,1,ortholog_one2many
LOC4804114,CG10912,FBgn0034296,1,ortholog_one2one
LOC4817193,CG15625,FBgn0031644,1,ortholog_one2one
LOC6902160,Atg8a,FBgn0052672,1,ortholog_one2one
LOC4816494,Hs2st,FBgn0024230,1,ortholog_one2one
LOC6897329,Muted,FBgn0083967,1,ortholog_one2one
LOC4814740,CG11151,FBgn0030519,1,ortholog_one2one
LOC6899047,Ptr,FBgn0262867,1,ortholog_one2one
LOC4812544,CG14079,FBgn0036849,1,ortholog_one2one
LOC4817366,CG3225,FBgn0031631,1,ortholog_one2one
LOC117184007,CG33303,FBgn0053303,0,ortholog_one2one
LOC6901207,Arpc3B,FBgn0065032,1,ortholog_one2one
LOC6898064,CG43691,FBgn0263774,1,ortholog_one2one
LOC6900891,ppk5,FBgn0053289,1,ortholog_one2one
LOC4817766,Rh5,FBgn0014019,1,ortholog_one2one
LOC6898475,Act57B,FBgn0000044,1,ortholog_one2one
LOC4816876,CCDC53,FBgn0031979,1,ortholog_one2one
LOC6896977,CG34148,FBgn0083984,1,ortholog_one2one
LOC4802258,pb,FBgn0051481,1,ortholog_one2one
LOC4815883,CG4593,FBgn0029929,0,ortholog_one2one
LOC4815519,CG14207,FBgn0031037,1,ortholog_one2one
LOC6901069,CG9689,FBgn0030159,1,ortholog_one2one
LOC6899737,Npc1a,FBgn0024320,0,ortholog_one2one
LOC117183751,CG33798,FBgn0053798,0,ortholog_many2many
LOC117183751,CG33632,FBgn0053632,0,ortholog_many2many
LOC117183751,CG33764,FBgn0053764,0,ortholog_many2many
LOC117183751,CG33463,FBgn0053463,0,ortholog_many2many
LOC117183751,CG33658,FBgn0053658,0,ortholog_many2many
LOC117183751,CG33723,FBgn0053723,0,ortholog_many2many
LOC117183751,CG33912,FBgn0053912,0,ortholog_many2many
LOC6897923,CG6276,FBgn0038316,1,ortholog_one2one
LOC117183731,CG46298,FBgn0283625,1,ortholog_one2one
LOC6902533,Sws1,FBgn0085343,1,ortholog_one2one
LOC26532987,CG43880,FBgn0264472,0,ortholog_one2one
LOC117184390,Muc68E,FBgn0053265,1,ortholog_one2one
LOC6901083,stg1,FBgn0288700,1,ortholog_one2one
LOC4817169,CG3277,FBgn0031518,1,ortholog_one2one
LOC4817009,CG17219,FBgn0031494,1,ortholog_one2one
LOC4813832,Toll-6,FBgn0036494,1,ortholog_one2one
LOC4812244,CG14075,FBgn0036835,1,ortholog_one2one
LOC4801916,Gasp,FBgn0026077,1,ortholog_one2one
LOC4804688,CG3650,FBgn0035070,1,ortholog_one2one
LOC4817574,MFS18,FBgn0025684,1,ortholog_one2one
LOC4802950,CG10029,FBgn0037498,1,ortholog_one2one
LOC4804913,Drat,FBgn0033188,1,ortholog_one2one
LOC6896901,CG14245,FBgn0039452,1,ortholog_one2one
LOC26534138,CG4995,FBgn0032219,0,ortholog_one2one
LOC4815060,CG14423,FBgn0029646,1,ortholog_one2one
LOC4814215,Polr3I,FBgn0030801,0,ortholog_one2one
LOC4803454,Tsp42Ed,FBgn0029507,0,ortholog_one2one
LOC4804057,Jheh3,FBgn0034406,1,ortholog_one2one
LOC4803927,robl,FBgn0024196,1,ortholog_one2one
LOC4813492,Or74a,FBgn0036709,1,ortholog_one2one
LOC6901074,Yp2,FBgn0005391,1,ortholog_one2one
LOC4802345,CG10560,FBgn0039325,1,ortholog_many2many
LOC4802345,CG10553,FBgn0039324,1,ortholog_many2many
LOC4800233,CAH4,FBgn0039235,1,ortholog_one2one
LOC4801068,Rrp6,FBgn0038269,1,ortholog_one2one
LOC6896722,CG15539,FBgn0039782,1,ortholog_one2many
LOC6900845,Su(Tpl),FBgn0014037,1,ortholog_one2one
LOC4801291,CG2767,FBgn0037537,1,ortholog_one2one
LOC4803924,Lhr,FBgn0034217,1,ortholog_one2one
LOC6896754,ash2,FBgn0000139,1,ortholog_one2one
LOC6896898,DIP1,FBgn0024807,0,ortholog_one2many
LOC4805384,CG14490,FBgn0034281,1,ortholog_one2one
LOC4815177,obst-A,FBgn0031097,1,ortholog_one2one
LOC6900066,Dnah3,FBgn0035581,1,ortholog_one2one
LOC6898461,CG13344,FBgn0033884,1,ortholog_one2one
LOC4817345,CG5850,FBgn0032172,1,ortholog_one2one
LOC4812644,CG1299,FBgn0035501,1,ortholog_one2one
LOC4814125,CG13300,FBgn0035699,1,ortholog_one2one
LOC117183508,gammaSnap1,FBgn0028552,1,ortholog_one2one
LOC4812866,RecQ5,FBgn0027375,1,ortholog_one2one
LOC6897518,CG5913,FBgn0039385,1,ortholog_one2one
LOC4801918,CG15580,FBgn0037398,1,ortholog_one2one
LOC4801254,Bicra,FBgn0039633,0,ortholog_one2one
LOC4816695,CG7329,FBgn0032271,1,ortholog_one2one
LOC4811920,CG32369,FBgn0052369,1,ortholog_one2one
LOC6901193,CG1552,FBgn0030258,1,ortholog_one2one
LOC6903251,CG3251,FBgn0031622,1,ortholog_one2one
LOC6898148,Cyp4e1,FBgn0015034,1,ortholog_many2many
LOC6898148,Cyp4e2,FBgn0014469,1,ortholog_many2many
LOC6899953,LysE,FBgn0004428,1,ortholog_many2many
LOC6899953,LysB,FBgn0004425,1,ortholog_many2many
LOC6899953,LysD,FBgn0004427,0,ortholog_many2many
LOC6900574,caps,FBgn0023095,1,ortholog_one2one
LOC6901354,RpS5a,FBgn0002590,0,ortholog_one2one
LOC6898688,Marc,FBgn0033451,0,ortholog_one2many
LOC4805247,CG13492,FBgn0034662,1,ortholog_one2one
LOC4812566,PolD2,FBgn0027903,1,ortholog_one2one
LOC4816345,PolG2,FBgn0004407,1,ortholog_one2one
LOC4803495,Gr43a,FBgn0041243,1,ortholog_one2one
LOC4814614,Smox,FBgn0025800,1,ortholog_one2one
LOC4816826,CG31787,FBgn0051787,1,ortholog_one2one
LOC4800773,Npc2d,FBgn0037782,1,ortholog_one2one
LOC4814884,AnxB10,FBgn0000084,1,ortholog_one2one
LOC4804012,CG11807,FBgn0033996,1,ortholog_one2one
LOC6903301,WDY,FBgn0267449,0,ortholog_one2one
LOC4801225,CG33474,FBgn0053474,0,ortholog_one2many
LOC4801225,Pex11c,FBgn0039068,1,ortholog_one2many
LOC4802501,RabGGTa,FBgn0037293,0,ortholog_one2one
LOC4814969,CG3309,FBgn0029756,1,ortholog_one2one
LOC4801232,cnc,FBgn0262975,1,ortholog_one2one
LOC4814900,Spt6,FBgn0028982,0,ortholog_one2one
LOC4804405,Cib2,FBgn0034558,1,ortholog_one2one
LOC4814716,RpL36,FBgn0002579,0,ortholog_one2many
LOC4802374,Csk,FBgn0262081,1,ortholog_one2one
LOC4812631,CG17029,FBgn0036551,1,ortholog_one2one
LOC4814181,Hsp67Ba,FBgn0001227,1,ortholog_one2one
LOC4813326,CG32147,FBgn0047178,1,ortholog_one2one
GeneID_44805022,mt:ATPase6,FBgn0013672,1,ortholog_one2one
LOC6901838,CG3191,FBgn0023525,1,ortholog_one2one
LOC4801444,CG10864,FBgn0038621,1,ortholog_one2one
LOC4805159,stj,FBgn0261041,1,ortholog_one2one
LOC6898772,CG14744,FBgn0033324,1,ortholog_many2many
LOC6898772,CG14743,FBgn0033326,1,ortholog_many2many
LOC4800843,CG5608,FBgn0038058,1,ortholog_one2one
LOC4817906,Vm26Aa,FBgn0003979,1,ortholog_one2one
LOC4812876,P5CDh1,FBgn0037138,1,ortholog_one2one
LOC6902619,CG10680,FBgn0032836,1,ortholog_one2one
LOC4804852,SRPK,FBgn0286813,1,ortholog_one2one
LOC6897177,l(3)87Df,FBgn0002354,1,ortholog_one2one
LOC4803088,Caf1-55,FBgn0263979,1,ortholog_one2one
LOC6897389,CG1208,FBgn0037386,1,ortholog_one2one
LOC4812313,CG4186,FBgn0040634,1,ortholog_one2one
LOC117184947,SkpE,FBgn0031074,0,ortholog_many2many
LOC117184947,SkpD,FBgn0026174,0,ortholog_many2many
LOC117184947,SkpA,FBgn0025637,0,ortholog_many2many
LOC117184947,SkpC,FBgn0026175,0,ortholog_many2many
LOC6898197,Or65c,FBgn0041623,0,ortholog_many2many
LOC6898197,Or65b,FBgn0041624,0,ortholog_many2many
LOC6898197,Or65a,FBgn0041625,0,ortholog_many2many
GeneID_44805032,mt:ND5,FBgn0013684,1,ortholog_one2many
LOC4801368,CG14853,FBgn0038246,0,ortholog_one2one
LOC4801011,Nsun5,FBgn0259704,1,ortholog_one2one
LOC4815141,CG10970,FBgn0030078,1,ortholog_one2many
LOC4803741,CG15093,FBgn0034390,1,ortholog_one2one
LOC4805145,OSCP1,FBgn0033685,0,ortholog_one2one
LOC4816239,Nepl5,FBgn0031808,1,ortholog_one2one
LOC4805408,ths,FBgn0033652,1,ortholog_one2one
LOC4804477,Or59c,FBgn0034866,1,ortholog_one2one
LOC6897265,CG8260,FBgn0030684,0,ortholog_one2many
LOC117184337,CG33941,FBgn0262731,1,ortholog_one2one
LOC6900363,CG3788,FBgn0034800,0,ortholog_one2many
LOC4816674,Yip1d1,FBgn0032465,1,ortholog_one2one
LOC4805175,Prp38,FBgn0050342,1,ortholog_one2one
LOC4813496,Cpr65Au,FBgn0042119,1,ortholog_one2one
LOC6896822,CG17110,FBgn0039050,1,ortholog_one2one
LOC4816248,Pez,FBgn0031799,1,ortholog_one2one
LOC6902860,CG10970,FBgn0030078,0,ortholog_one2many
LOC4800817,CG10035,FBgn0038028,1,ortholog_one2one
LOC6900146,CG17129,FBgn0035151,0,ortholog_one2many
LOC4802091,Adsl,FBgn0038467,1,ortholog_one2one
LOC4817347,LKRSDH,FBgn0286198,1,ortholog_one2one
LOC4804595,Mpcp1,FBgn0034497,1,ortholog_one2one
LOC4816524,CG18266,FBgn0031724,1,ortholog_one2one
LOC4805513,CG9346,FBgn0034572,1,ortholog_one2one
LOC4805440,CG4707,FBgn0035036,1,ortholog_one2one
LOC4817483,Ripalpha,FBgn0032189,1,ortholog_one2one
LOC4803573,Rs1,FBgn0021995,1,ortholog_one2one
LOC6901848,CG14442,FBgn0029893,1,ortholog_one2one
LOC4803334,Cndp2,FBgn0287767,0,ortholog_one2one
LOC4801206,CREG,FBgn0025456,1,ortholog_one2one
LOC4816951,CG31810,FBgn0051810,1,ortholog_one2many
LOC4816951,CG31809,FBgn0051809,1,ortholog_one2many
LOC4816951,CG13284,FBgn0032614,1,ortholog_one2many
LOC4805492,inaD,FBgn0001263,1,ortholog_one2one
LOC4803569,zip,FBgn0287873,1,ortholog_one2one
LOC4812962,tant,FBgn0028980,1,ortholog_one2one
LOC4812068,CPT2,FBgn0035383,1,ortholog_one2one
LOC4802659,CG13029,FBgn0036670,0,ortholog_one2many
LOC4802659,CG17197,FBgn0039367,1,ortholog_one2many
LOC4802659,CG4956,FBgn0039370,1,ortholog_one2many
LOC4802659,CG17198,FBgn0039366,1,ortholog_one2many
LOC4802659,CG17195,FBgn0039369,1,ortholog_one2many
LOC4802659,CG17196,FBgn0039368,1,ortholog_one2many
LOC4812523,mge,FBgn0035473,1,ortholog_one2one
LOC6896688,SMC5,FBgn0052438,0,ortholog_one2one
LOC117183283,CG16734,FBgn0037667,0,ortholog_one2many
LOC6900490,Hip1,FBgn0036309,1,ortholog_one2one
LOC4803869,Lis-1,FBgn0015754,1,ortholog_one2one
LOC4818135,CG13390,FBgn0032031,1,ortholog_one2one
LOC4802524,CG14655,FBgn0037275,1,ortholog_one2one
LOC6900425,rdgC,FBgn0265959,1,ortholog_one2one
LOC4801941,Acf,FBgn0027620,1,ortholog_one2one
LOC4800581,CG6726,FBgn0039049,1,ortholog_one2one
LOC4817012,CG17321,FBgn0032719,1,ortholog_one2one
LOC4801361,Hexim,FBgn0038251,1,ortholog_one2one
LOC4812641,Ras64B,FBgn0003206,1,ortholog_one2one
LOC4800543,CG4374,FBgn0039078,1,ortholog_one2one
LOC6900484,CG34242,FBgn0085271,1,ortholog_one2one
LOC4813793,UQCR-Q,FBgn0036728,1,ortholog_one2one
LOC6900245,CG14089,FBgn0036861,1,ortholog_one2one
LOC4802425,CG2931,FBgn0037342,1,ortholog_one2one
LOC4813512,bbg,FBgn0087007,1,ortholog_one2one
LOC4812613,GluRS-m,FBgn0036629,1,ortholog_one2one
LOC4802740,CG14647,FBgn0037244,1,ortholog_one2one
LOC4813953,Wnk,FBgn0037098,1,ortholog_one2one
LOC4812117,CG33061,FBgn0053061,1,ortholog_one2one
LOC4818035,chm,FBgn0028387,1,ortholog_one2one
LOC6901537,parvin,FBgn0052528,1,ortholog_one2one
LOC4812769,CG3618,FBgn0037028,1,ortholog_one2one
LOC26533720,Arp53D,FBgn0011743,0,ortholog_one2many
LOC4800617,CG5346,FBgn0038981,1,ortholog_one2one
LOC4811745,gw,FBgn0051992,0,ortholog_one2one
LOC4803274,Nup58,FBgn0038722,1,ortholog_one2one
LOC4815418,Cdc45,FBgn0026143,1,ortholog_one2one
LOC4815260,Pex5,FBgn0023516,1,ortholog_one2one
LOC4802607,Rsbp15,FBgn0038000,1,ortholog_one2one
LOC4814619,CG3176,FBgn0029524,1,ortholog_one2many
LOC4814619,CG32817,FBgn0052817,1,ortholog_one2many
LOC4814619,CG13373,FBgn0029522,1,ortholog_one2many
LOC4801165,CG11882,FBgn0039642,1,ortholog_one2one
LOC4816044,fog,FBgn0000719,1,ortholog_one2one
LOC6897184,CG7381,FBgn0038098,1,ortholog_one2one
LOC4817140,CG31802,FBgn0051802,1,ortholog_one2one
LOC4800274,Cog7,FBgn0051040,1,ortholog_one2one
LOC4801789,CG6204,FBgn0039165,1,ortholog_one2one
LOC4803915,CG13198,FBgn0033640,1,ortholog_one2one
LOC4802878,Fer2,FBgn0038402,1,ortholog_one2one
LOC4814073,CG4611,FBgn0035591,1,ortholog_one2one
LOC4802650,CG5890,FBgn0039380,1,ortholog_one2one
LOC4804188,CG6665,FBgn0034172,1,ortholog_one2one
LOC26532380,CG42397,FBgn0259748,1,ortholog_one2one
LOC4817780,CG4502,FBgn0031896,1,ortholog_one2one
LOC4817400,Taf11,FBgn0011291,1,ortholog_one2one
LOC4802286,CG1137,FBgn0037454,1,ortholog_one2one
LOC6897379,Osi6,FBgn0027527,1,ortholog_one2one
LOC4815825,CG34367,FBgn0085396,0,ortholog_one2one
LOC4817938,fy,FBgn0001084,1,ortholog_one2one
LOC6897241,PpD3,FBgn0005777,1,ortholog_one2one
LOC4817200,amos,FBgn0003270,1,ortholog_one2one
LOC4805060,CG8586,FBgn0033320,1,ortholog_one2one
LOC4804139,Oseg6,FBgn0034452,1,ortholog_one2one
LOC117183168,ND-MNLL,FBgn0029971,1,ortholog_one2one
LOC4817862,Nnp-1,FBgn0022069,1,ortholog_one2one
LOC4816774,CG15399,FBgn0031460,1,ortholog_one2many
LOC4812951,Ufsp2,FBgn0036512,1,ortholog_one2one
LOC4814056,CG14949,FBgn0035358,1,ortholog_one2one
LOC6901709,Cyp318a1,FBgn0030369,0,ortholog_one2one
