Gene stable ID,"Drosophila pseudoobscura (Fruit fly, MV2-25) gene stable ID","Drosophila pseudoobscura (Fruit fly, MV2-25) orthology confidence [0 low, 1 high]","Drosophila pseudoobscura (Fruit fly, MV2-25) homology type",Gene name
FBgn0053263,LOC6900217,1,ortholog_one2one,CG33263
FBgn0050293,LOC6898989,1,ortholog_one2many,Cht12
FBgn0050293,LOC6898990,1,ortholog_one2many,Cht12
FBgn0050293,LOC117183602,1,ortholog_one2many,Cht12
FBgn0050293,LOC6898991,1,ortholog_one2many,Cht12
FBgn0024887,LOC4813752,1,ortholog_one2one,kin17
FBgn0031673,LOC4816682,1,ortholog_one2one,CG31650
FBgn0033324,LOC6898774,1,ortholog_many2many,CG14744
FBgn0033324,LOC6898772,1,ortholog_many2many,CG14744
FBgn0052832,LOC6902873,1,ortholog_one2one,CG32832
FBgn0085230,LOC6898483,1,ortholog_one2one,CG34201
FBgn0035245,LOC4812497,1,ortholog_one2one,GC
FBgn0035273,LOC4812966,1,ortholog_one2one,CG12020
FBgn0003545,LOC6898776,0,ortholog_one2one,sub
FBgn0038190,LOC4801650,0,ortholog_one2one,CG9926
FBgn0037516,LOC4802970,1,ortholog_one2one,CG11286
FBgn0034415,LOC4804071,1,ortholog_one2one,Gpxl
FBgn0032225,LOC4811829,0,ortholog_one2one,Frmd5
FBgn0000640,LOC4817994,1,ortholog_one2one,Fbp2
FBgn0052625,LOC6898326,0,ortholog_many2many,CG32625
FBgn0052625,LOC6901217,1,ortholog_many2many,CG32625
FBgn0036274,LOC4813440,1,ortholog_one2one,CG4328
FBgn0027843,LOC4813361,1,ortholog_one2one,CAH2
FBgn0259984,LOC4818148,1,ortholog_one2one,kuz
FBgn0035064,LOC4804697,1,ortholog_one2one,TyrRS-m
FBgn0053470,LOC6898765,1,ortholog_one2many,BaraA1
FBgn0023513,LOC4814962,1,ortholog_one2one,CG14803
FBgn0036240,LOC4811915,0,ortholog_one2one,CG6928
FBgn0033005,LOC4803331,0,ortholog_one2one,CG3107
FBgn0038548,LOC6897578,0,ortholog_one2many,CG17806
FBgn0038548,LOC13036406,0,ortholog_one2many,CG17806
FBgn0038548,LOC117185673,0,ortholog_one2many,CG17806
FBgn0038548,LOC117183223,0,ortholog_one2many,CG17806
FBgn0038146,LOC4801266,1,ortholog_one2one,CG9799
FBgn0030174,LOC4814245,1,ortholog_one2one,CG15312
FBgn0029715,LOC4816022,0,ortholog_one2many,CG11444
FBgn0034402,LOC4804054,1,ortholog_one2one,CG15084
FBgn0288742,LOC4815815,0,ortholog_one2many,CG46517
FBgn0035737,LOC6900434,1,ortholog_one2one,Cpr65Ec
FBgn0052772,LOC6902219,1,ortholog_one2one,CG32772
FBgn0039538,LOC4800665,1,ortholog_one2many,CG12883
FBgn0032111,LOC6903371,1,ortholog_one2many,CG13110
FBgn0032111,LOC4817912,1,ortholog_one2many,CG13110
FBgn0039494,LOC4801149,1,ortholog_one2one,grass
FBgn0039732,LOC4800266,1,ortholog_one2one,CG15525
FBgn0037280,LOC4802516,1,ortholog_one2one,BBS5
FBgn0035676,LOC6900723,1,ortholog_one2one,ssp6
FBgn0038586,LOC4803190,1,ortholog_one2one,CG7168
FBgn0014269,LOC4804063,1,ortholog_one2one,prod
FBgn0031971,LOC4817094,1,ortholog_one2one,Sirup
FBgn0035154,LOC4812500,1,ortholog_one2one,hiro
FBgn0001970,LOC4816770,0,ortholog_one2one,Pgant35A
FBgn0024944,LOC13036427,1,ortholog_one2one,Oamb
FBgn0030329,LOC4815689,1,ortholog_one2one,prtp
FBgn0031985,LOC4816705,1,ortholog_one2one,mon2
FBgn0031183,LOC4815926,1,ortholog_one2one,CG14621
FBgn0051821,LOC4816624,1,ortholog_one2one,CG31821
FBgn0039563,LOC4801102,1,ortholog_one2one,CG4951
FBgn0039519,LOC4804982,0,ortholog_one2many,Cyp6a18
FBgn0027596,LOC6898738,1,ortholog_one2one,Kank
FBgn0052100,LOC4813488,1,ortholog_one2one,CG32100
FBgn0051224,LOC4801433,1,ortholog_one2one,CG31224
FBgn0039810,LOC4800325,1,ortholog_one2one,CG15549
FBgn0033033,LOC4803325,0,ortholog_one2one,scaf
FBgn0015614,LOC26533502,1,ortholog_one2one,CanB2
FBgn0040743,LOC4804767,1,ortholog_one2one,CG15919
FBgn0033413,LOC4803387,0,ortholog_one2one,prel
FBgn0037731,LOC4800849,0,ortholog_one2many,CG18542
FBgn0004107,LOC4800891,1,ortholog_one2one,Cdk2
FBgn0026873,LOC4814890,1,ortholog_one2one,MED18
FBgn0029891,LOC4815974,1,ortholog_one2one,Pink1
FBgn0035024,LOC4805452,1,ortholog_one2one,CG11414
FBgn0036341,LOC4813071,1,ortholog_one2one,Syx13
FBgn0038592,LOC4802235,1,ortholog_one2one,CG18599
FBgn0051997,LOC4811793,0,ortholog_one2one,CG31997
FBgn0027087,LOC4814333,1,ortholog_one2one,HisRS
FBgn0261108,LOC4801701,1,ortholog_one2one,Atg13
FBgn0036309,LOC6900490,1,ortholog_one2one,Hip1
FBgn0031146,LOC4814357,1,ortholog_one2one,CG15449
FBgn0030669,LOC4815788,1,ortholog_one2one,CG9240
FBgn0017556,LOC6899056,1,ortholog_one2one,Prosalpha4T2
FBgn0000504,LOC4802017,1,ortholog_one2one,dsx
FBgn0039831,LOC4800351,1,ortholog_one2one,CG12054
FBgn0004463,LOC4804357,1,ortholog_one2one,Polr3B
FBgn0013563,LOC6900545,1,ortholog_one2one,Pex1
FBgn0001202,LOC117183994,1,ortholog_one2many,hook
FBgn0001202,LOC4817456,1,ortholog_one2many,hook
FBgn0025373,LOC4805096,1,ortholog_one2one,Fpps
FBgn0050096,LOC4803804,1,ortholog_one2one,CG30096
FBgn0038721,LOC4803272,1,ortholog_many2many,subdued
FBgn0038953,LOC4801683,1,ortholog_one2one,CG18596
FBgn0086532,LOC4804658,1,ortholog_one2one,Spt-I
FBgn0031171,LOC6902321,1,ortholog_one2one,CG1801
FBgn0041712,LOC4804494,1,ortholog_one2one,yellow-d
FBgn0038055,LOC4800839,1,ortholog_one2one,trus
FBgn0038110,LOC4801407,1,ortholog_one2one,CG8031
FBgn0038170,LOC4801295,1,ortholog_one2one,CG14367
FBgn0037757,LOC4801498,1,ortholog_one2one,CG8516
FBgn0035323,LOC4813746,1,ortholog_one2one,CG13807
FBgn0052088,LOC4811981,0,ortholog_one2one,sunn
FBgn0000667,LOC4815437,1,ortholog_one2one,Actn
FBgn0031033,LOC6902128,0,ortholog_many2many,CG14219
FBgn0031033,LOC6902130,1,ortholog_many2many,CG14219
FBgn0033738,LOC4805088,1,ortholog_one2one,DUBAI
FBgn0040780,LOC4805012,1,ortholog_one2one,Atg10
FBgn0030055,LOC4814871,1,ortholog_one2one,Rubicon
FBgn0037900,LOC4802814,1,ortholog_one2one,CG5276
FBgn0040717,LOC6903142,1,ortholog_one2one,Nplp4
FBgn0030030,LOC6901254,1,ortholog_one2one,CG1636
FBgn0041250,LOC4817547,1,ortholog_one2one,Gr21a
FBgn0036959,LOC4813850,1,ortholog_one2one,CG6951
FBgn0037880,LOC4803149,1,ortholog_one2one,CG17726
FBgn0001180,LOC4803003,1,ortholog_one2one,hb
FBgn0031458,LOC4816362,1,ortholog_one2one,aph-1
FBgn0260655,LOC4812508,1,ortholog_one2one,l(3)76BDm
FBgn0010531,LOC4804873,0,ortholog_one2one,Ccs
FBgn0029878,LOC4814586,0,ortholog_one2one,Pat1
FBgn0033190,LOC4804911,1,ortholog_one2one,Gpo2
FBgn0030774,LOC6902199,1,ortholog_one2one,sphe
FBgn0038269,LOC4801068,1,ortholog_one2one,Rrp6
FBgn0033978,LOC6898736,1,ortholog_many2many,Cyp6a23
FBgn0033978,LOC6898737,1,ortholog_many2many,Cyp6a23
FBgn0026058,LOC6901808,0,ortholog_one2one,OdsH
FBgn0039755,LOC6896740,1,ortholog_one2one,CG15531
FBgn0033934,LOC4803882,1,ortholog_one2one,CG17385
FBgn0037857,LOC6900415,0,ortholog_one2one,Tengl4
FBgn0034736,LOC4804210,1,ortholog_one2one,gas
FBgn0283681,LOC4812455,1,ortholog_one2one,Tcs3
FBgn0035429,LOC4812583,1,ortholog_one2one,CG12017
FBgn0261534,LOC4816688,1,ortholog_one2one,l(2)34Fc
FBgn0032449,LOC6902457,1,ortholog_one2many,CG17036
FBgn0032449,LOC4816529,1,ortholog_one2many,CG17036
FBgn0029709,LOC4815071,1,ortholog_one2one,CHOp24
FBgn0013753,LOC4811942,1,ortholog_one2one,Bgb
FBgn0053156,LOC6898470,1,ortholog_one2one,Nadk1b
FBgn0033379,LOC4804582,1,ortholog_one2one,Mys45A
FBgn0030361,LOC4814462,1,ortholog_one2one,CG1492
FBgn0036056,LOC4813140,1,ortholog_one2one,CG6709
FBgn0037110,LOC4812827,1,ortholog_one2one,ORMDL
FBgn0029894,LOC4815434,1,ortholog_one2one,CG14440
FBgn0036848,LOC6903406,0,ortholog_one2one,Naxd
FBgn0041105,LOC4800770,1,ortholog_one2one,nerfin-2
FBgn0028406,LOC4816714,1,ortholog_one2one,Drep4
FBgn0032783,LOC4816363,1,ortholog_one2one,CG10237
FBgn0264087,LOC4817195,1,ortholog_one2one,Slob
FBgn0284256,LOC4817034,1,ortholog_one2one,bsf
FBgn0039472,LOC26533605,1,ortholog_many2many,CG17192
FBgn0039472,LOC6897057,1,ortholog_many2many,CG17192
FBgn0039472,LOC6897058,1,ortholog_many2many,CG17192
FBgn0039507,LOC4801238,1,ortholog_one2one,mrt
FBgn0034214,LOC4803921,1,ortholog_one2one,CG6550
FBgn0024150,LOC4814005,0,ortholog_one2one,Ac78C
FBgn0023129,LOC4814146,1,ortholog_one2one,aay
FBgn0034833,LOC6902765,0,ortholog_one2one,CG13539
FBgn0261649,LOC6904012,1,ortholog_one2one,tinc
FBgn0038476,LOC4801973,0,ortholog_one2one,kuk
FBgn0039787,LOC4800369,1,ortholog_one2one,CG9702
FBgn0037395,LOC4801919,1,ortholog_one2one,CG10280
FBgn0027514,LOC4802296,1,ortholog_one2one,CG1024
FBgn0287696,LOC4812172,1,ortholog_one2one,mus302
FBgn0035870,LOC4814134,1,ortholog_one2one,Gr66a
FBgn0000063,LOC4802680,1,ortholog_one2one,Mps1
FBgn0028422,LOC4800884,1,ortholog_one2one,GluRIID
FBgn0036411,LOC4813520,1,ortholog_one2one,Sox21a
FBgn0029131,LOC4805585,0,ortholog_one2one,Debcl
FBgn0034323,LOC6902899,0,ortholog_many2many,CG18537
FBgn0034323,LOC6898652,1,ortholog_many2many,CG18537
FBgn0034323,LOC6898651,1,ortholog_many2many,CG18537
FBgn0034323,LOC4804796,1,ortholog_many2many,CG18537
FBgn0288631,LOC4801334,1,ortholog_one2one,Yif1
FBgn0038654,LOC4801826,1,ortholog_one2one,CG14298
FBgn0050344,LOC5495504,1,ortholog_one2one,CG30344
FBgn0038129,LOC4801384,1,ortholog_one2one,TBC1D5
FBgn0038852,LOC4803294,1,ortholog_one2one,HHEX
FBgn0015268,LOC4803521,1,ortholog_one2one,Nap1
FBgn0011763,LOC4804169,1,ortholog_one2one,Dp
FBgn0052344,LOC4812193,1,ortholog_one2one,CG32344
FBgn0039165,LOC4801789,1,ortholog_one2one,CG6204
FBgn0003638,LOC4815602,0,ortholog_one2one,su(w[a])
FBgn0041581,LOC4803982,1,ortholog_many2many,AttB
FBgn0041581,LOC6897269,0,ortholog_many2many,AttB
FBgn0041581,LOC6897287,0,ortholog_many2many,AttB
FBgn0260446,LOC4817839,1,ortholog_one2one,GABA-B-R1
FBgn0032109,LOC4816268,0,ortholog_one2one,CG17005
FBgn0266572,LOC6901405,1,ortholog_one2one,ebo
FBgn0015621,LOC4817272,1,ortholog_one2one,Clp
FBgn0083962,LOC6902514,1,ortholog_one2one,CG34126
FBgn0014076,LOC4817176,1,ortholog_one2one,Vm32E
FBgn0030494,LOC4814749,1,ortholog_one2one,Cpr12A
FBgn0023537,LOC4815188,1,ortholog_one2one,CG17896
FBgn0030503,LOC4814211,1,ortholog_one2one,Tango2
FBgn0003302,LOC4814932,1,ortholog_one2one,rux
FBgn0035078,LOC4803549,1,ortholog_one2one,Tpc2
FBgn0051163,LOC6897224,1,ortholog_one2one,SKIP
FBgn0035956,LOC4814038,1,ortholog_one2one,Doc2
FBgn0031861,LOC6902347,1,ortholog_one2one,CG17375
FBgn0033989,LOC4804017,0,ortholog_one2one,CG7639
FBgn0000412,LOC4802726,0,ortholog_one2one,D1
FBgn0035858,LOC26533186,1,ortholog_one2one,CG13674
FBgn0036489,LOC4813045,1,ortholog_one2one,CG7011
FBgn0260861,LOC4816104,1,ortholog_one2one,Trs23
FBgn0050403,LOC6898827,1,ortholog_one2one,CG30403
FBgn0039758,LOC4800401,1,ortholog_one2one,CG9737
FBgn0013347,LOC4801576,0,ortholog_one2one,TfIIA-S
FBgn0032473,LOC4816438,1,ortholog_one2one,kmg
FBgn0038490,LOC4801049,1,ortholog_one2one,Smug
FBgn0267975,LOC4803242,1,ortholog_many2many,vib
FBgn0037668,LOC4800358,1,ortholog_one2one,CG16736
FBgn0024491,LOC4802874,1,ortholog_one2one,Bin1
FBgn0030121,LOC4815665,1,ortholog_many2many,Cfp1
FBgn0083950,LOC6897931,1,ortholog_one2one,side-VI
FBgn0052573,LOC4815842,0,ortholog_one2one,CG32573
FBgn0029727,LOC4816047,1,ortholog_one2one,CG6978
FBgn0011774,LOC4803200,0,ortholog_one2one,Irbp
FBgn0039286,LOC4811823,1,ortholog_one2one,dan
FBgn0034224,LOC4803931,1,ortholog_one2one,insb
FBgn0023507,LOC4814294,1,ortholog_one2one,D2hgdh
FBgn0031106,LOC4815510,1,ortholog_one2one,Syx16
FBgn0036859,LOC6900243,1,ortholog_one2one,CG14085
FBgn0036329,LOC6902668,0,ortholog_one2many,CG11262
FBgn0033880,LOC4805149,1,ortholog_one2one,CG6553
FBgn0085395,LOC6903368,1,ortholog_one2one,Shawl
FBgn0027453,LOC4818085,1,ortholog_one2one,Dnz1
FBgn0000147,LOC4802576,1,ortholog_one2one,aurA
FBgn0050278,LOC4805221,1,ortholog_one2one,CG30278
FBgn0259676,LOC4813608,1,ortholog_one2one,Prim2
FBgn0085198,LOC6902442,1,ortholog_one2many,CG34169
FBgn0034157,LOC6899092,0,ortholog_one2one,resilin
FBgn0260933,LOC4817319,1,ortholog_one2one,rempA
FBgn0034884,LOC6898516,1,ortholog_one2one,Eglp3
FBgn0029858,LOC4814238,1,ortholog_one2one,mldr
FBgn0037870,LOC4803138,1,ortholog_one2one,CG18577
FBgn0023179,LOC4801332,1,ortholog_one2one,amon
FBgn0032068,LOC6902371,1,ortholog_many2many,LManV
FBgn0032068,LOC117183164,1,ortholog_many2many,LManV
FBgn0032068,LOC6902369,1,ortholog_many2many,LManV
FBgn0033900,LOC4803652,1,ortholog_one2one,CysRS-m
FBgn0031710,LOC4818019,1,ortholog_one2one,Vps52
FBgn0015298,LOC4812254,1,ortholog_one2one,Srp19
FBgn0034658,LOC4805242,1,ortholog_one2one,Grx1t
FBgn0024285,LOC4816916,1,ortholog_one2one,Srp54
FBgn0039459,LOC4800747,1,ortholog_one2one,IntS12
FBgn0032901,LOC6903078,1,ortholog_one2one,sky
FBgn0042111,LOC4801249,1,ortholog_one2one,CG18766
FBgn0260440,LOC4800383,1,ortholog_one2one,spdo
FBgn0033347,LOC4805041,1,ortholog_one2one,CG8248
FBgn0033703,LOC4803678,1,ortholog_one2one,CG13170
FBgn0051038,LOC4800304,1,ortholog_one2one,CG31038
FBgn0004171,LOC4801087,1,ortholog_one2one,Mst98Cb
FBgn0028984,LOC4802409,1,ortholog_one2many,Spn88Ea
FBgn0023083,LOC4801437,1,ortholog_one2one,fray
FBgn0033741,LOC4805462,1,ortholog_one2one,CG8545
FBgn0263755,LOC4803095,1,ortholog_one2one,Su(var)3-9
FBgn0033865,LOC6898809,0,ortholog_one2one,CG6220
FBgn0054012,LOC6900782,1,ortholog_one2many,CG34012
FBgn0054012,LOC6900777,1,ortholog_one2many,CG34012
FBgn0035007,LOC4805602,1,ortholog_one2one,CG3492
FBgn0032969,LOC6903394,1,ortholog_one2one,CG2528
FBgn0033955,LOC26534446,1,ortholog_one2one,Targ
FBgn0265935,LOC4803417,1,ortholog_one2many,coro
FBgn0265935,LOC13036500,0,ortholog_one2many,coro
FBgn0259243,LOC4812930,1,ortholog_one2one,Pka-R1
FBgn0033468,LOC4804712,1,ortholog_one2one,CG1418
FBgn0031069,LOC4815284,1,ortholog_one2one,Abcd3
FBgn0050018,LOC6897003,0,ortholog_one2many,mthl13
FBgn0036518,LOC4813072,1,ortholog_one2one,RhoGAP71E
FBgn0265045,LOC6899088,1,ortholog_one2one,Strn-Mlck
FBgn0011606,LOC26532064,1,ortholog_one2many,Klp3A
FBgn0011606,LOC4814538,1,ortholog_one2many,Klp3A
FBgn0004360,LOC4805084,1,ortholog_one2one,Wnt2
FBgn0003174,LOC4803487,1,ortholog_one2one,pwn
FBgn0037610,LOC4801970,0,ortholog_one2one,CG8043
FBgn0262001,LOC6903547,1,ortholog_one2one,CG42819
FBgn0030087,LOC4815147,1,ortholog_one2one,CG7766
FBgn0035000,LOC4805616,1,ortholog_one2one,CG13578
FBgn0288741,LOC4815815,0,ortholog_one2many,CG46516
FBgn0265298,LOC4816924,1,ortholog_one2one,SC35
FBgn0032032,LOC4818134,1,ortholog_one2one,CG17294
FBgn0031575,LOC4817472,1,ortholog_one2one,Cep97
FBgn0051619,LOC4818074,0,ortholog_one2one,nolo
FBgn0034692,LOC4805279,1,ortholog_one2one,CG13502
FBgn0030492,LOC4815004,1,ortholog_one2one,CG15754
FBgn0266566,LOC6897563,1,ortholog_one2one,CG45105
FBgn0034715,LOC4805220,1,ortholog_one2one,Oatp58Db
FBgn0053879,LOC26532710,0,ortholog_one2many,His4:CG33879
FBgn0030660,LOC6902297,1,ortholog_one2many,CG8097
FBgn0030660,LOC6902295,1,ortholog_one2many,CG8097
FBgn0038967,LOC4801670,1,ortholog_one2one,CG13847
FBgn0010423,LOC4804739,1,ortholog_one2one,TpnC47D
FBgn0032115,LOC4816022,0,ortholog_one2many,CG4438
FBgn0039836,LOC6896881,1,ortholog_one2one,CG1750
FBgn0039042,LOC4800910,1,ortholog_one2one,CG13837
FBgn0031323,LOC4817619,1,ortholog_one2one,CG5139
FBgn0033136,LOC4803467,1,ortholog_one2one,Tsp42Eo
FBgn0086768,LOC4802428,1,ortholog_one2one,Pcmt
FBgn0086443,LOC4811697,1,ortholog_one2one,AsnRS
FBgn0035601,LOC4813345,1,ortholog_one2one,Uev1A
FBgn0011280,LOC4816056,1,ortholog_one2one,Obp19d
FBgn0034464,LOC4804951,1,ortholog_one2one,CG11018
FBgn0053627,LOC6898443,1,ortholog_one2one,CG33627
FBgn0030815,LOC4814908,1,ortholog_one2one,CG8945
FBgn0026402,LOC4804247,1,ortholog_one2one,NiPp1
FBgn0053107,LOC4800609,1,ortholog_one2one,CG33107
FBgn0029930,LOC4814574,1,ortholog_one2one,CG12541
FBgn0020309,LOC6902800,0,ortholog_one2one,crol
FBgn0032713,LOC4816868,1,ortholog_one2one,Ugt36D1
FBgn0034704,LOC4805699,1,ortholog_one2one,Fbxo42
FBgn0034137,LOC4803782,1,ortholog_one2one,CG4945
FBgn0085447,LOC4813607,1,ortholog_one2one,sif
FBgn0036255,LOC6900439,1,ortholog_one2one,Atg12
FBgn0033737,LOC4803536,1,ortholog_one2one,Nup54
FBgn0043471,LOC6898784,0,ortholog_one2many,kappaTry
FBgn0034081,LOC6898270,1,ortholog_one2one,CG10731
FBgn0038453,LOC6901263,0,ortholog_one2many,Arl6IP1
FBgn0038453,LOC4802067,1,ortholog_one2many,Arl6IP1
FBgn0038453,LOC6901257,0,ortholog_one2many,Arl6IP1
FBgn0261625,LOC4804764,1,ortholog_one2one,GLS
FBgn0286828,LOC4801427,1,ortholog_one2one,dind
FBgn0085426,LOC6898234,1,ortholog_one2one,Rgk3
FBgn0032940,LOC4816305,1,ortholog_one2one,Mondo
FBgn0260399,LOC4801974,0,ortholog_one2one,gwl
FBgn0051226,LOC6903539,0,ortholog_one2one,CG31226
FBgn0036878,LOC4812234,1,ortholog_one2one,Cpr76Ba
FBgn0051424,LOC6897220,1,ortholog_many2many,Ir94b
FBgn0051424,LOC4801462,0,ortholog_many2many,Ir94b
FBgn0031301,LOC6903173,1,ortholog_one2one,CG14339
FBgn0038524,LOC4802689,1,ortholog_one2one,sll
FBgn0031805,LOC4816238,0,ortholog_one2one,Nepl4
FBgn0036851,LOC4812424,0,ortholog_one2one,CG14082
FBgn0031110,LOC4815713,1,ortholog_one2one,Obp19b
FBgn0014395,LOC6901870,0,ortholog_one2one,tilB
FBgn0036211,LOC4811980,0,ortholog_one2one,CG5946
FBgn0020622,LOC4817932,1,ortholog_one2one,Pi3K21B
FBgn0035626,LOC4812852,1,ortholog_one2one,lin-28
FBgn0037741,LOC4801515,1,ortholog_one2one,Tti1
FBgn0053158,LOC4812358,1,ortholog_one2one,CG33158
FBgn0037124,LOC4813600,1,ortholog_one2one,CG14568
FBgn0039308,LOC4802351,1,ortholog_one2many,CG11889
FBgn0034750,LOC4804221,1,ortholog_one2one,CG3732
FBgn0261976,LOC6903169,1,ortholog_one2one,Psf2
FBgn0086778,LOC6901864,0,ortholog_one2one,nAChRalpha7
FBgn0038603,LOC6897218,1,ortholog_one2one,PKD
FBgn0033289,LOC4803598,1,ortholog_one2one,CG2121
FBgn0003089,LOC6900247,1,ortholog_one2one,pip
FBgn0288686,LOC4805619,1,ortholog_one2one,betaTub60D
FBgn0030328,LOC4815477,1,ortholog_one2one,Amun
FBgn0275436,LOC4804881,1,ortholog_one2one,PheRS-m
FBgn0027080,LOC4812614,1,ortholog_one2one,TyrRS
FBgn0029945,LOC6901754,1,ortholog_one2many,Acsf3
FBgn0029945,LOC6903086,0,ortholog_one2many,Acsf3
FBgn0051663,LOC4817521,1,ortholog_one2one,CG31663
FBgn0052266,LOC6900622,1,ortholog_one2one,CG32266
FBgn0034644,LOC6898191,1,ortholog_one2one,Ip6k
FBgn0052075,LOC4813001,1,ortholog_one2one,CG32075
FBgn0031617,LOC6900698,0,ortholog_one2one,CG15635
FBgn0027518,LOC4800511,1,ortholog_one2one,Wdr24
FBgn0050392,LOC4803771,1,ortholog_one2one,CG30392
FBgn0036161,LOC4813134,1,ortholog_one2one,CG7551
FBgn0052533,LOC4815424,0,ortholog_one2one,CG32533
FBgn0026083,LOC4815172,1,ortholog_one2one,tyf
FBgn0039530,LOC4800659,1,ortholog_one2one,Tusp
FBgn0085289,LOC6900291,1,ortholog_one2one,CG34260
FBgn0029804,LOC6901946,1,ortholog_one2one,CG3097
FBgn0259982,LOC4816603,1,ortholog_one2one,Uxt
FBgn0052079,LOC4813664,0,ortholog_one2one,CG32079
FBgn0052382,LOC117184397,0,ortholog_one2many,sphinx2
FBgn0035234,LOC4813065,1,ortholog_one2one,CG12003
FBgn0037328,LOC4802442,1,ortholog_one2one,RpL35A
FBgn0031651,LOC4817158,1,ortholog_one2one,mRpL24
FBgn0034092,LOC4804646,1,ortholog_one2one,CG7798
FBgn0022027,LOC4803543,0,ortholog_one2one,Vps25
FBgn0035194,LOC6899974,0,ortholog_one2one,Psf1
FBgn0034513,LOC4804638,1,ortholog_one2one,CG13423
FBgn0032475,LOC4816464,1,ortholog_one2one,Sfmbt
FBgn0036680,LOC4812020,1,ortholog_one2one,Cpr73D
FBgn0250753,LOC4802647,0,ortholog_one2one,kra
FBgn0038179,LOC4801306,1,ortholog_one2one,CG9312
FBgn0011672,LOC4803299,1,ortholog_one2one,Mvl
FBgn0030735,LOC6901730,1,ortholog_one2one,CG3632
FBgn0015571,LOC4802961,0,ortholog_many2many,alpha-Est3
FBgn0015571,LOC6899467,0,ortholog_many2many,alpha-Est3
FBgn0028425,LOC4817797,1,ortholog_one2one,JhI-21
FBgn0036451,LOC4813020,0,ortholog_one2one,Helz
FBgn0035187,LOC4812462,1,ortholog_one2one,Trhn
FBgn0053772,LOC6899914,1,ortholog_one2one,CG33772
FBgn0025836,LOC6901857,1,ortholog_one2one,RhoGAP1A
FBgn0042134,LOC4813536,1,ortholog_one2one,Capr
FBgn0027492,LOC6897092,1,ortholog_one2one,wdb
FBgn0050272,LOC4803859,1,ortholog_one2one,MFS1
FBgn0037915,LOC6897833,0,ortholog_one2one,CG6790
FBgn0033891,LOC4804876,1,ortholog_one2one,CG8067
FBgn0035036,LOC4805440,1,ortholog_one2one,CG4707
FBgn0051769,LOC4816460,0,ortholog_one2many,CG31769
FBgn0034687,LOC4805273,1,ortholog_one2one,CG11475
FBgn0023143,LOC4805127,1,ortholog_one2one,Uba1
FBgn0052296,LOC4813998,1,ortholog_one2one,Mrtf
FBgn0033601,LOC4804736,1,ortholog_one2one,Cpr47Ed
FBgn0267385,LOC6897308,1,ortholog_one2one,PyK
FBgn0030616,LOC26533083,1,ortholog_one2many,RpL37-1
FBgn0029663,LOC4815899,1,ortholog_one2one,CG10804
FBgn0004644,LOC4801169,0,ortholog_one2one,hh
FBgn0032135,LOC4816984,1,ortholog_one2one,GlcAT-S
FBgn0034313,LOC4804781,1,ortholog_one2one,CG5726
FBgn0036496,LOC4811752,0,ortholog_one2many,cocoon
FBgn0031814,LOC4816231,1,ortholog_one2one,retm
FBgn0026761,LOC4805582,1,ortholog_one2one,Trap1
FBgn0033154,LOC4803484,1,ortholog_one2one,CG1850
FBgn0052668,LOC4815066,1,ortholog_one2one,CG32668
FBgn0033428,LOC4805111,1,ortholog_one2one,Urod
FBgn0030946,LOC6901048,1,ortholog_one2one,CG6659
FBgn0036837,LOC4811858,1,ortholog_one2one,CG18135
FBgn0262081,LOC4802374,1,ortholog_one2one,Csk
FBgn0259108,LOC4815526,1,ortholog_one2one,futsch
FBgn0026317,LOC4801772,1,ortholog_one2one,Tsc1
FBgn0036785,LOC4813459,1,ortholog_one2one,CG13700
FBgn0260011,LOC4816416,1,ortholog_one2one,NimC4
FBgn0288232,LOC4804983,1,ortholog_one2many,Cyp6a21
FBgn0287186,LOC117185621,0,ortholog_one2one,scro
FBgn0026324,LOC4816552,1,ortholog_one2one,Taf10b
FBgn0035922,LOC4812724,1,ortholog_one2one,Pex7
FBgn0020277,LOC4811917,1,ortholog_one2one,lush
FBgn0015239,LOC4812265,1,ortholog_one2one,Hr78
FBgn0034005,LOC4803362,1,ortholog_one2many,ItgaPS4
FBgn0035644,LOC4812486,1,ortholog_one2one,PolE2
FBgn0039078,LOC4800543,1,ortholog_one2one,CG4374
FBgn0031164,LOC6902547,0,ortholog_one2many,CG1724
FBgn0052119,LOC26533010,0,ortholog_one2one,CG32119
FBgn0029893,LOC6901848,1,ortholog_one2one,CG14442
FBgn0000658,LOC4804788,1,ortholog_one2one,fj
FBgn0041585,LOC15382879,1,ortholog_one2one,Orai
FBgn0032187,LOC4816859,1,ortholog_one2one,CG4839
FBgn0085437,LOC6903642,1,ortholog_one2one,CG34408
FBgn0001995,LOC4817778,1,ortholog_one2one,mRpL4
FBgn0039800,LOC4800310,1,ortholog_one2many,Npc2g
FBgn0000257,LOC4815130,1,ortholog_one2one,car
FBgn0033139,LOC6903853,1,ortholog_one2one,Tsp42Er
FBgn0036382,LOC4813093,1,ortholog_one2one,CG13737
FBgn0035295,LOC4812929,1,ortholog_one2one,Cnb
FBgn0039111,LOC4801562,1,ortholog_one2one,PTPMT1
FBgn0035266,LOC4812321,1,ortholog_one2one,Gk2
FBgn0037307,LOC6901509,0,ortholog_many2many,Tim17a2
FBgn0037307,LOC4802488,1,ortholog_many2many,Tim17a2
FBgn0000633,LOC4805164,0,ortholog_one2one,tei
FBgn0050083,LOC4805729,1,ortholog_one2many,CG30083
