"","Dmel.Gene.stable.ID","Dpse.Gene.stable.ID","Dpse.Gene.name","Dpse.Gene.type","LOC","Dmel.Gene.name.x","Dmel.orthology.confidence","Dmel.orthology.type","Dmel.Gene.name.y","Flybase.annotation.ID","Dmel.Gene.type","Dmel.Gene.description"
"9173","FBgn0038301","LOC4802412","","protein_coding",4802412,"CG6654",1,"ortholog_one2one","CG6654","CG6654","protein_coding","CG6654"
"9174","FBgn0038302","LOC4802895","","protein_coding",4802895,"CG4210",1,"ortholog_one2one","CG4210","CG4210","protein_coding","CG4210"
"9175","FBgn0038303","LOC4802896","","protein_coding",4802896,"SIDL",1,"ortholog_one2one","SIDL","CG6623","protein_coding","Shal Interactor of Di-Leucine Motif"
"9176","FBgn0038304","LOC4802897","","protein_coding",4802897,"CG12241",1,"ortholog_one2one","CG12241","CG12241","protein_coding","CG12241"
"9177","FBgn0038306","LOC4803089","","protein_coding",4803089,"Art3",1,"ortholog_one2one","Art3","CG6563","protein_coding","Arginine methyltransferase 3"
"9178","FBgn0038307","LOC4803090","","protein_coding",4803090,"mRpS10",1,"ortholog_one2one","mRpS10","CG4247","protein_coding","mitochondrial ribosomal protein S10"
"9179","FBgn0038309","LOC4803093","","protein_coding",4803093,"Amt",1,"ortholog_one2one","Amt","CG6499","protein_coding","Ammonium transporter"
"9180","FBgn0038311","LOC4803098","","protein_coding",4803098,"CG14864",0,"ortholog_one2one","CG14864","CG14864","protein_coding","CG14864"
"9181","FBgn0038312","LOC4803099","","protein_coding",4803099,"Zip88E",1,"ortholog_one2one","Zip88E","CG4334","protein_coding","Zinc/iron regulated transporter-related protein 88E"
"9182","FBgn0038313","LOC4803101","","protein_coding",4803101,"CG4338",1,"ortholog_one2one","CG4338","CG4338","protein_coding","CG4338"
"9183","FBgn0038315","LOC4803106","","protein_coding",4803106,"CG14866",1,"ortholog_one2one","CG14866","CG14866","protein_coding","CG14866"
"9184","FBgn0038316","LOC6897923","","protein_coding",6897923,"CG6276",1,"ortholog_one2one","CG6276","CG6276","protein_coding","CG6276"
"9185","FBgn0038318","LOC4803109","","protein_coding",4803109,"CG6236",1,"ortholog_one2one","CG6236","CG6236","protein_coding","CG6236"
"9186","FBgn0038319","LOC4801522","","protein_coding",4801522,"mRpL9",1,"ortholog_one2one","mRpL9","CG31478","protein_coding","mitochondrial ribosomal protein L9"
"9187","FBgn0038320","LOC4801524","","protein_coding",4801524,"Cyfip",1,"ortholog_one2one","Cyfip","CG4931","protein_coding","Cytoplasmic FMR1 interacting protein"
"9188","FBgn0038321","LOC4801525","","protein_coding",4801525,"Nagk",1,"ortholog_one2one","Nagk","CG6218","protein_coding","N-acetylglucosamine kinase"
"9189","FBgn0038324","LOC4800693","","protein_coding",4800693,"Tmtc4",1,"ortholog_one2one","Tmtc4","CG5038","protein_coding","Transmembrane O-mannosyltransferase targeting cadherins 4"
"9190","FBgn0038325","LOC4800695","","protein_coding",4800695,"Atg4b",1,"ortholog_one2one","Atg4b","CG6194","protein_coding","Autophagy-related 4b"
"9191","FBgn0038326","LOC4800694","","protein_coding",4800694,"Hibch",1,"ortholog_one2one","Hibch","CG5044","protein_coding","3-hydroxyisobutyryl-CoA hydrolase"
"9192","FBgn0038327","LOC4800697","","protein_coding",4800697,"Trax",1,"ortholog_one2one","Trax","CG5063","protein_coding","Translin associated factor X"
"9193","FBgn0038330","LOC6897127","","protein_coding",6897127,"CG14868",1,"ortholog_one2one","CG14868","CG14868","protein_coding","CG14868"
"9194","FBgn0038331","LOC4801261","","protein_coding",4801261,"Ccm3",1,"ortholog_one2one","Ccm3","CG5073","protein_coding","Cerebral cavernous malformation 3"
"9195","FBgn0038332",NA,NA,NA,NA,NA,NA,NA,"CG6136","CG6136","protein_coding","CG6136"
"9196","FBgn0038334",NA,NA,NA,NA,NA,NA,NA,"h-cup","CG6130","protein_coding","heineken-cup"
"9197","FBgn0038337","LOC4801257","","protein_coding",4801257,"CG6125",1,"ortholog_one2one","CG6125","CG6125","protein_coding","CG6125"
"9198","FBgn0038339","LOC4801255","","protein_coding",4801255,"CG6118",1,"ortholog_one2one","CG6118","CG6118","protein_coding","CG6118"
"9199","FBgn0038342","LOC4800950","","protein_coding",4800950,"B9d1",1,"ortholog_one2one","B9d1","CG14870","protein_coding","B9d1"
"9200","FBgn0038343","LOC4800947","","protein_coding",4800947,"Trissin",1,"ortholog_one2one","Trissin","CG14871","protein_coding","Trissin"
"9201","FBgn0038344","LOC4800946","","protein_coding",4800946,"obe",1,"ortholog_one2one","obe","CG5205","protein_coding","obelus"
"9202","FBgn0038345",NA,NA,NA,NA,NA,NA,NA,"maca","CG5213","protein_coding","maca"
"9203","FBgn0038348","LOC4803310","","protein_coding",4803310,"AOX2",1,"ortholog_one2one","AOX2","CG18519","protein_coding","Aldehyde oxidase 2"
"9204","FBgn0038349","LOC5384076","","protein_coding",5384076,"AOX3",1,"ortholog_many2many","AOX3","CG6045","protein_coding","Aldehyde oxidase 3"
"9205","FBgn0038349","LOC6898345","","protein_coding",6898345,"AOX3",0,"ortholog_many2many","AOX3","CG6045","protein_coding","Aldehyde oxidase 3"
"9206","FBgn0038349","LOC5384075","","protein_coding",5384075,"AOX3",1,"ortholog_many2many","AOX3","CG6045","protein_coding","Aldehyde oxidase 3"
"9207","FBgn0038350","LOC5384076","","protein_coding",5384076,"AOX4",1,"ortholog_many2many","AOX4","CG18516","protein_coding","Aldehyde oxidase 4"
"9208","FBgn0038350","LOC5384075","","protein_coding",5384075,"AOX4",1,"ortholog_many2many","AOX4","CG18516","protein_coding","Aldehyde oxidase 4"
"9209","FBgn0038350","LOC6898345","","protein_coding",6898345,"AOX4",0,"ortholog_many2many","AOX4","CG18516","protein_coding","Aldehyde oxidase 4"
"9210","FBgn0038353","LOC4803313","","protein_coding",4803313,"CG5399",1,"ortholog_one2one","CG5399","CG5399","protein_coding","CG5399"
"9211","FBgn0038354","LOC4803314","","protein_coding",4803314,"CG5404",1,"ortholog_one2one","CG5404","CG5404","protein_coding","CG5404"
"9212","FBgn0038355","LOC4803317","","protein_coding",4803317,"CG4520",1,"ortholog_one2one","CG4520","CG4520","protein_coding","CG4520"
"9213","FBgn0038356",NA,NA,NA,NA,NA,NA,NA,"CG12784","CG12784","protein_coding","CG12784"
"9214","FBgn0038357","LOC4803318","","protein_coding",4803318,"CG5623",1,"ortholog_one2one","CG5623","CG5623","protein_coding","CG5623"
"9215","FBgn0038358","LOC4803319","","protein_coding",4803319,"Ttc26",1,"ortholog_one2one","Ttc26","CG4525","protein_coding","Tetratricopeptide repeat domain 26"
"9216","FBgn0038359","LOC4803320","","protein_coding",4803320,"CG5614",0,"ortholog_one2one","CG5614","CG5614","protein_coding","CG5614"
"9217","FBgn0038360","LOC4802542","","protein_coding",4802542,"CG9590",1,"ortholog_one2one","CG9590","CG9590","protein_coding","CG9590"
"9218","FBgn0038361","LOC4802543","","protein_coding",4802543,"Uros2",1,"ortholog_one2one","Uros2","CG9589","protein_coding","Uroporphyrinogen III synthase 2"
"9219","FBgn0038363","LOC6897647","","protein_coding",6897647,"Acyp2",1,"ortholog_one2one","Acyp2","CG18505","protein_coding","Acylphosphatase 2"
"9220","FBgn0038365","LOC117183339","","protein_coding",117183339,"CG9593",1,"ortholog_one2one","CG9593","CG9593","protein_coding","CG9593"
"9221","FBgn0038366","LOC4802462","","protein_coding",4802462,"CG4576",1,"ortholog_one2one","CG4576","CG4576","protein_coding","CG4576"
"9222","FBgn0038369","LOC6897561","","protein_coding",6897561,"Arpc3A",1,"ortholog_one2one","Arpc3A","CG4560","protein_coding","Actin-related protein 2/3 complex, subunit 3A"
"9223","FBgn0038371","LOC4802319","","protein_coding",4802319,"Pbp45",1,"ortholog_one2one","Pbp45","CG9597","protein_coding","PSEA-binding protein 45kD"
"9224","FBgn0038373","LOC4802321","","protein_coding",4802321,"CG4546",1,"ortholog_one2one","CG4546","CG4546","protein_coding","CG4546"
"9225","FBgn0038376","LOC4802322","","protein_coding",4802322,"Hmt-1",1,"ortholog_one2one","Hmt-1","CG4225","protein_coding","Heavy metal tolerance factor 1"
"9226","FBgn0038377",NA,NA,NA,NA,NA,NA,NA,"CG9632","CG9632","protein_coding","CG9632"
"9227","FBgn0038380","LOC4802324","","protein_coding",4802324,"CG14877",1,"ortholog_one2one","CG14877","CG14877","protein_coding","CG14877"
"9228","FBgn0038381","LOC6897562","","protein_coding",6897562,"EndoU",1,"ortholog_one2one","EndoU","CG3303","protein_coding","Endoribonuclease U-specific"
"9229","FBgn0038385","LOC4802330","","protein_coding",4802330,"Fbxl7",1,"ortholog_one2one","Fbxl7","CG4221","protein_coding","F-box and leucine-rich repeat protein 7"
"9230","FBgn0038386","LOC4802331","","protein_coding",4802331,"CG5478",1,"ortholog_one2one","CG5478","CG5478","protein_coding","CG5478"
"9231","FBgn0038387","LOC4802332","","protein_coding",4802332,"blp",1,"ortholog_one2one","blp","CG5268","protein_coding","black pearl"
"9232","FBgn0038388","LOC4802334","","protein_coding",4802334,"CG4287",1,"ortholog_one2one","CG4287","CG4287","protein_coding","CG4287"
"9233","FBgn0038389","LOC4802335","","protein_coding",4802335,"CG5516",1,"ortholog_one2one","CG5516","CG5516","protein_coding","CG5516"
"9234","FBgn0038390","LOC4802337","","protein_coding",4802337,"Rbf2",1,"ortholog_one2one","Rbf2","CG5083","protein_coding","Retinoblastoma-family protein 2"
"9235","FBgn0038391","LOC4802893","","protein_coding",4802893,"GATAe",1,"ortholog_one2one","GATAe","CG10278","protein_coding","GATAe"
"9236","FBgn0038394","LOC4802891","","protein_coding",4802891,"Jhbp4",1,"ortholog_one2one","Jhbp4","CG10264","protein_coding","Juvenile hormone binding protein 4"
"9237","FBgn0038395","LOC4802890","","protein_coding",4802890,"Jhbp5",1,"ortholog_one2one","Jhbp5","CG10407","protein_coding","Juvenile hormone binding protein 5"
"9238","FBgn0038396","LOC4802888","","protein_coding",4802888,"CG5013",1,"ortholog_one2one","CG5013","CG5013","protein_coding","CG5013"
"9239","FBgn0038397","LOC4802886","","protein_coding",4802886,"CG10185",1,"ortholog_one2one","CG10185","CG10185","protein_coding","CG10185"
"9240","FBgn0038398","LOC4802884","","protein_coding",4802884,"sxe2",1,"ortholog_one2one","sxe2","CG4979","protein_coding","sex-specific enzyme 2"
"9241","FBgn0038400","LOC4802880","","protein_coding",4802880,"Mic26-27",1,"ortholog_one2one","Mic26-27","CG5903","protein_coding","MICOS subunit 26/27"
"9242","FBgn0038401","LOC4802879","","protein_coding",4802879,"CG5916",1,"ortholog_one2one","CG5916","CG5916","protein_coding","CG5916"
"9243","FBgn0038402","LOC4802878","","protein_coding",4802878,"Fer2",1,"ortholog_one2one","Fer2","CG5952","protein_coding","48 related 2"
"9244","FBgn0038404","LOC6897835","","protein_coding",6897835,"CG8925",1,"ortholog_one2one","CG8925","CG8925","protein_coding","CG8925"
"9245","FBgn0038405","LOC4802875","","protein_coding",4802875,"CG8927",1,"ortholog_one2one","CG8927","CG8927","protein_coding","CG8927"
"9246","FBgn0038407","LOC4802872","","protein_coding",4802872,"CG6126",1,"ortholog_one2one","CG6126","CG6126","protein_coding","CG6126"
"9247","FBgn0038412","LOC4802568","","protein_coding",4802568,"Zip89B",1,"ortholog_one2one","Zip89B","CG6898","protein_coding","Zinc/iron regulated transporter-related protein 89B"
"9248","FBgn0038414","LOC6897651","","protein_coding",6897651,"CG6901",1,"ortholog_one2many","CG6901","CG6901","protein_coding","CG6901"
"9249","FBgn0038415","LOC6897651","","protein_coding",6897651,"CG17929",1,"ortholog_one2many","CG17929","CG17929","protein_coding","CG17929"
"9250","FBgn0038416","LOC4802566","","protein_coding",4802566,"CG17930",1,"ortholog_one2one","CG17930","CG17930","protein_coding","CG17930"
"9251","FBgn0038418",NA,NA,NA,NA,NA,NA,NA,"pad","CG10309","protein_coding","poils au dos"
"9252","FBgn0038419","LOC4802561","","protein_coding",4802561,"CG14879",1,"ortholog_one2one","CG14879","CG14879","protein_coding","CG14879"
"9253","FBgn0038420","LOC4802559","","protein_coding",4802559,"CG10311",1,"ortholog_one2one","CG10311","CG10311","protein_coding","CG10311"
"9254","FBgn0038421","LOC6897650","","protein_coding",6897650,"CG17931",1,"ortholog_one2one","CG17931","CG17931","protein_coding","CG17931"
"9255","FBgn0038422","LOC4802557","","protein_coding",4802557,"js",1,"ortholog_one2one","js","CG14880","protein_coding","jiangshi"
"9256","FBgn0038423","LOC4802556","","protein_coding",4802556,"CG10317",1,"ortholog_one2one","CG10317","CG10317","protein_coding","CG10317"
"9257","FBgn0038424","LOC4802553","","protein_coding",4802553,"Fntb",1,"ortholog_one2one","Fntb","CG17565","protein_coding","Farnesyl transferase beta subunit"
"9258","FBgn0038425","LOC4802552","","protein_coding",4802552,"CG14881",1,"ortholog_one2one","CG14881","CG14881","protein_coding","CG14881"
"9259","FBgn0038426","LOC4802551","","protein_coding",4802551,"mRpS33",1,"ortholog_one2one","mRpS33","CG10406","protein_coding","mitochondrial ribosomal protein S33"
"9260","FBgn0038427","LOC4802550","","protein_coding",4802550,"ema",1,"ortholog_one2one","ema","CG12753","protein_coding","endosomal maturation defective"
"9261","FBgn0038428","LOC4802549","","protein_coding",4802549,"Ttc1",1,"ortholog_one2one","Ttc1","CG14894","protein_coding","Tetratricopeptide repeat domain 1"
"9262","FBgn0038429","LOC4802548","","protein_coding",4802548,"CG14882",1,"ortholog_one2one","CG14882","CG14882","protein_coding","CG14882"
"9263","FBgn0038431","LOC4802464","","protein_coding",4802464,"CG10405",1,"ortholog_one2one","CG10405","CG10405","protein_coding","CG10405"
"9264","FBgn0038432","LOC4802465","","protein_coding",4802465,"CG14883",1,"ortholog_one2one","CG14883","CG14883","protein_coding","CG14883"
"9265","FBgn0038435","LOC4802469","","protein_coding",4802469,"Gyc89Da",1,"ortholog_one2one","Gyc89Da","CG14885","protein_coding","Guanylyl cyclase at 89Da"
"9266","FBgn0038436","LOC5384072","","protein_coding",5384072,"Gyc89Db",1,"ortholog_one2one","Gyc89Db","CG14886","protein_coding","Guanylyl cyclase at 89Db"
"9267","FBgn0038437","LOC6897608","","protein_coding",6897608,"Sdhaf3",1,"ortholog_one2one","Sdhaf3","CG14898","protein_coding","Succinate dehydrogenase assembly factor 3"
"9268","FBgn0038438","LOC6897609","","protein_coding",6897609,"Der-2",1,"ortholog_one2one","Der-2","CG14899","protein_coding","Derlin-2"
"9269","FBgn0038439","LOC4800807","","protein_coding",4800807,"Cad89D",1,"ortholog_one2one","Cad89D","CG14900","protein_coding","Cadherin 89D"
"9270","FBgn0038440","LOC4800806","","protein_coding",4800806,"Gr89a",1,"ortholog_one2one","Gr89a","CG14901","protein_coding","Gustatory receptor 89a"
"9271","FBgn0038445",NA,NA,NA,NA,NA,NA,NA,"CG14891","CG14891","protein_coding","CG14891"
"9272","FBgn0038446","LOC4800800","","protein_coding",4800800,"CG14903",1,"ortholog_one2one","CG14903","CG14903","protein_coding","CG14903"
"9273","FBgn0038447","LOC4800798","","protein_coding",4800798,"CG14892",1,"ortholog_one2one","CG14892","CG14892","protein_coding","CG14892"
"9274","FBgn0038448","LOC4800794","","protein_coding",4800794,"CG12783",1,"ortholog_one2one","CG12783","CG12783","protein_coding","CG12783"
"9275","FBgn0038449","LOC4800793","","protein_coding",4800793,"CG17562",1,"ortholog_one2one","CG17562","CG17562","protein_coding","CG17562"
"9276","FBgn0038450","LOC6896918","","protein_coding",6896918,"CG17560",1,"ortholog_one2one","CG17560","CG17560","protein_coding","CG17560"
"9277","FBgn0038451","LOC4800791","","protein_coding",4800791,"CG14893",1,"ortholog_one2one","CG14893","CG14893","protein_coding","CG14893"
"9278","FBgn0038452","LOC4802071","","protein_coding",4802071,"Ccdc114",0,"ortholog_one2one","Ccdc114","CG14905","protein_coding","Coiled-coil domain containing protein 114"
"9279","FBgn0038453","LOC6901263","","protein_coding",6901263,"Arl6IP1",0,"ortholog_one2many","Arl6IP1","CG10326","protein_coding","ADP-ribosylation factor-like 6 interacting protein 1"
"9280","FBgn0038453","LOC6901257","","protein_coding",6901257,"Arl6IP1",0,"ortholog_one2many","Arl6IP1","CG10326","protein_coding","ADP-ribosylation factor-like 6 interacting protein 1"
"9281","FBgn0038453","LOC4802067","","protein_coding",4802067,"Arl6IP1",1,"ortholog_one2many","Arl6IP1","CG10326","protein_coding","ADP-ribosylation factor-like 6 interacting protein 1"
"9282","FBgn0038454","LOC4802068","","protein_coding",4802068,"CG10324",1,"ortholog_one2one","CG10324","CG10324","protein_coding","CG10324"
"9283","FBgn0038455",NA,NA,NA,NA,NA,NA,NA,"CG14907","CG14907","protein_coding","CG14907"
"9284","FBgn0038458","LOC4802081","","protein_coding",4802081,"VhaM9.7-d",1,"ortholog_one2one","VhaM9.7-d","CG14909","protein_coding","Vacuolar H[+] ATPase M9.7 subunit d"
"9285","FBgn0038460","LOC4802083","","protein_coding",4802083,"CG18622",1,"ortholog_one2one","CG18622","CG18622","protein_coding","CG18622"
"9286","FBgn0038461","LOC4802085","","protein_coding",4802085,"EMC2B",1,"ortholog_one2many","EMC2B","CG3678","protein_coding","ER membrane protein complex subunit 2B"
"9287","FBgn0038462","LOC4802085","","protein_coding",4802085,"EMC2A",1,"ortholog_one2many","EMC2A","CG17556","protein_coding","ER membrane protein complex subunit 2A"
"9288","FBgn0038463","LOC4802087","","protein_coding",4802087,"CG3534",1,"ortholog_one2one","CG3534","CG3534","protein_coding","CG3534"
"9289","FBgn0038465","LOC4802089","","protein_coding",4802089,"Irc",1,"ortholog_one2one","Irc","CG8913","protein_coding","Immune-regulated catalase"
"9290","FBgn0038466","LOC4802090","","protein_coding",4802090,"CG8907",1,"ortholog_one2one","CG8907","CG8907","protein_coding","CG8907"
"9291","FBgn0038467","LOC4802091","","protein_coding",4802091,"Adsl",1,"ortholog_one2one","Adsl","CG3590","protein_coding","Adenylosuccinate lyase"
"9292","FBgn0038468",NA,NA,NA,NA,NA,NA,NA,"CG5225","CG5225","protein_coding","CG5225"
"9293","FBgn0038469","LOC4802094","","protein_coding",4802094,"CG4009",1,"ortholog_one2one","CG4009","CG4009","protein_coding","CG4009"
"9294","FBgn0038470",NA,NA,NA,NA,NA,NA,NA,"CG18213","CG18213","protein_coding","CG18213"
"9295","FBgn0038471","LOC4802096","","protein_coding",4802096,"Trm7-32",1,"ortholog_one2one","Trm7-32","CG5220","protein_coding","tRNA methyltransferase 7-32"
"9296","FBgn0038472","LOC4802097","","protein_coding",4802097,"bdwf",1,"ortholog_one2one","bdwf","CG3995","protein_coding","bedwarfed"
"9297","FBgn0038473","LOC6897454","","protein_coding",6897454,"Ns1",1,"ortholog_one2one","Ns1","CG3983","protein_coding","Nucleostemin 1"
"9298","FBgn0038474","LOC4802101","","protein_coding",4802101,"mRpS11",1,"ortholog_one2one","mRpS11","CG5184","protein_coding","mitochondrial ribosomal protein S11"
"9299","FBgn0038475","LOC4802102","","protein_coding",4802102,"Keap1",1,"ortholog_one2one","Keap1","CG3962","protein_coding","Keap1"
"9300","FBgn0038476","LOC4801973","","protein_coding",4801973,"kuk",0,"ortholog_one2one","kuk","CG5175","protein_coding","kugelkern"
"9301","FBgn0038478","LOC4800756","","protein_coding",4800756,"cal1",1,"ortholog_one2one","cal1","CG5148","protein_coding","chromosome alignment defect 1"
"9302","FBgn0038479",NA,NA,NA,NA,NA,NA,NA,"CG17477","CG17477","protein_coding","CG17477"
"9303","FBgn0038481",NA,NA,NA,NA,NA,NA,NA,"CG17475","CG17475","protein_coding","CG17475"
"9304","FBgn0038482",NA,NA,NA,NA,NA,NA,NA,"CG4053","CG4053","protein_coding","CG4053"
"9305","FBgn0038484","LOC4800765","","protein_coding",4800765,"CG5246",1,"ortholog_one2one","CG5246","CG5246","protein_coding","CG5246"
"9306","FBgn0038485","LOC4800764","","protein_coding",4800764,"CG5255",1,"ortholog_one2one","CG5255","CG5255","protein_coding","CG5255"
"9307","FBgn0038486","LOC6902756","","protein_coding",6902756,"CG5265",0,"ortholog_one2many","CG5265","CG5265","protein_coding","CG5265"
"9308","FBgn0038487","LOC4800767","","protein_coding",4800767,"TwdlW",1,"ortholog_one2one","TwdlW","CG4060","protein_coding","TweedleW"
"9309","FBgn0038488","LOC4801051","","protein_coding",4801051,"m-cup",1,"ortholog_one2one","m-cup","CG11896","protein_coding","mann-cup"
"9310","FBgn0038490","LOC4801049","","protein_coding",4801049,"Smug",1,"ortholog_one2one","Smug","CG5285","protein_coding","Single-strand-selective monofunctional uracil-DNA glycosylase"
"9311","FBgn0038491","LOC4801048","","protein_coding",4801048,"CG5292",1,"ortholog_one2one","CG5292","CG5292","protein_coding","CG5292"
"9312","FBgn0038492","LOC6897111","","protein_coding",6897111,"Mur89F",1,"ortholog_one2one","Mur89F","CG4090","protein_coding","Mucin related 89F"
"9313","FBgn0038494","LOC4801212","","protein_coding",4801212,"beat-IIb",1,"ortholog_one2one","beat-IIb","CG4135","protein_coding","beaten path IIb"
"9314","FBgn0038498","LOC6897107","","protein_coding",6897107,"beat-IIa",1,"ortholog_one2one","beat-IIa","CG14334","protein_coding","beaten path IIa"
"9315","FBgn0038499","LOC4801208","","protein_coding",4801208,"Brf",1,"ortholog_one2one","Brf","CG31256","protein_coding","Brf RNA polymerase III subunit"
"9316","FBgn0038504","LOC6897106","","protein_coding",6897106,"Sur-8",1,"ortholog_one2one","Sur-8","CG5407","protein_coding","Sur-8"
"9317","FBgn0038505","LOC4801204","","protein_coding",4801204,"CG17283",1,"ortholog_one2one","CG17283","CG17283","protein_coding","CG17283"
"9318","FBgn0038506","LOC4801203","","protein_coding",4801203,"CG5860",1,"ortholog_one2one","CG5860","CG5860","protein_coding","CG5860"
"9319","FBgn0038507","LOC4801202","","protein_coding",4801202,"CG5863",1,"ortholog_one2one","CG5863","CG5863","protein_coding","CG5863"
"9320","FBgn0038508","LOC4801201","","protein_coding",4801201,"CG5866",1,"ortholog_one2one","CG5866","CG5866","protein_coding","CG5866"
"9321","FBgn0038509",NA,NA,NA,NA,NA,NA,NA,"CG14332","CG14332","protein_coding","CG14332"
"9322","FBgn0038510","LOC4801199","","protein_coding",4801199,"CG14331",1,"ortholog_one2one","CG14331","CG14331","protein_coding","CG14331"
"9323","FBgn0038511","LOC4801198","","protein_coding",4801198,"cysu",0,"ortholog_one2one","cysu","CG5873","protein_coding","Curly Su"
"9324","FBgn0038512","LOC4801196","","protein_coding",4801196,"CG14330",1,"ortholog_one2one","CG14330","CG14330","protein_coding","CG14330"
"9325","FBgn0038515","LOC4801194","","protein_coding",4801194,"CG5823",1,"ortholog_one2one","CG5823","CG5823","protein_coding","CG5823"
"9326","FBgn0038516","LOC4801193","","protein_coding",4801193,"P5cr-2",1,"ortholog_one2one","P5cr-2","CG5840","protein_coding","Pyrroline-5-carboxylate reductase-like 2"
"9327","FBgn0038519","LOC4800651","","protein_coding",4800651,"Prx3",1,"ortholog_one2one","Prx3","CG5826","protein_coding","Peroxiredoxin 3"
"9328","FBgn0038523","LOC4800646","","protein_coding",4800646,"Sgs5bis",1,"ortholog_one2many","Sgs5bis","CG7587","protein_coding","CG7587"
"9329","FBgn0038524","LOC4802689","","protein_coding",4802689,"sll",1,"ortholog_one2one","sll","CG7623","protein_coding","slalom"
"9330","FBgn0038525","LOC6897734","","protein_coding",6897734,"CG14329",0,"ortholog_one2one","CG14329","CG14329","protein_coding","CG14329"
"9331","FBgn0038526","LOC6897731","","protein_coding",6897731,"CG14327",1,"ortholog_one2one","CG14327","CG14327","protein_coding","CG14327"
"9332","FBgn0038527",NA,NA,NA,NA,NA,NA,NA,"CG14324","CG14324","protein_coding","CG14324"
"9333","FBgn0038528","LOC6897727","","protein_coding",6897727,"CG14326",0,"ortholog_one2one","CG14326","CG14326","protein_coding","CG14326"
"9334","FBgn0038529","LOC4802685","","protein_coding",4802685,"CG14323",1,"ortholog_one2one","CG14323","CG14323","protein_coding","CG14323"
"9335","FBgn0038530","LOC4802684","","protein_coding",4802684,"AttD",0,"ortholog_one2one","AttD","CG7629","protein_coding","Attacin-D"
"9336","FBgn0038531","LOC4802683","","protein_coding",4802683,"CG14325",1,"ortholog_one2one","CG14325","CG14325","protein_coding","CG14325"
"9337","FBgn0038532","LOC4802682","","protein_coding",4802682,"CG14322",1,"ortholog_one2one","CG14322","CG14322","protein_coding","CG14322"
"9338","FBgn0038533","LOC4802681","","protein_coding",4802681,"CG7523",1,"ortholog_one2one","CG7523","CG7523","protein_coding","CG7523"
"9339","FBgn0038535","LOC4802679","","protein_coding",4802679,"alt",1,"ortholog_one2one","alt","CG18212","protein_coding","aluminum tubes"
"9340","FBgn0038536","LOC4802384","","protein_coding",4802384,"CG7655",1,"ortholog_one2one","CG7655","CG7655","protein_coding","CG7655"
"9341","FBgn0038539","LOC6903723","","protein_coding",6903723,"Atg8b",1,"ortholog_one2one","Atg8b","CG12334","protein_coding","Autophagy-related 8b"
"9342","FBgn0038540","LOC6899120","","protein_coding",6899120,"CG14321",0,"ortholog_one2one","CG14321","CG14321","protein_coding","CG14321"
"9343","FBgn0038541","LOC6903724","","protein_coding",6903724,"TyrRII",1,"ortholog_one2one","TyrRII","CG16766","protein_coding","Tyramine receptor II"
"9344","FBgn0038542","LOC4802860","","protein_coding",4802860,"TyrR",1,"ortholog_one2one","TyrR","CG7431","protein_coding","Tyramine receptor"
"9345","FBgn0038545","LOC4802863","","protein_coding",4802863,"pasi1",1,"ortholog_one2one","pasi1","CG7713","protein_coding","pasiflora 1"
"9346","FBgn0038546","LOC4802864","","protein_coding",4802864,"CG7379",1,"ortholog_one2one","CG7379","CG7379","protein_coding","CG7379"
"9347","FBgn0038547","LOC4815047","","protein_coding",4815047,"CG17803",0,"ortholog_one2one","CG17803","CG17803","protein_coding","CG17803"
"9348","FBgn0038548","LOC117183223","","protein_coding",117183223,"CG17806",0,"ortholog_one2many","CG17806","CG17806","protein_coding","CG17806"
"9349","FBgn0038548","LOC13036406","","protein_coding",13036406,"CG17806",0,"ortholog_one2many","CG17806","CG17806","protein_coding","CG17806"
"9350","FBgn0038548","LOC117185673","","protein_coding",117185673,"CG17806",0,"ortholog_one2many","CG17806","CG17806","protein_coding","CG17806"
"9351","FBgn0038548","LOC6897578","","protein_coding",6897578,"CG17806",0,"ortholog_one2many","CG17806","CG17806","protein_coding","CG17806"
"9352","FBgn0038549","LOC6897971","","protein_coding",6897971,"Nnk",0,"ortholog_one2one","Nnk","CG17802","protein_coding","Nicknack"
"9353","FBgn0038550",NA,NA,NA,NA,NA,NA,NA,"CG17801","CG17801","protein_coding","CG17801"
"9354","FBgn0038551","LOC4803208","","protein_coding",4803208,"Odj",0,"ortholog_one2one","Odj","CG7357","protein_coding","Oddjob"
"9355","FBgn0038552","LOC6897950","","protein_coding",6897950,"Alg1",1,"ortholog_one2one","Alg1","CG18012","protein_coding","ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase"
"9356","FBgn0038558",NA,NA,NA,NA,NA,NA,NA,"CG12347","CG12347","protein_coding","CG12347"
"9357","FBgn0038564","LOC4803164","","protein_coding",4803164,"CG7785",1,"ortholog_one2one","CG7785","CG7785","protein_coding","CG7785"
"9358","FBgn0038565","LOC4803165","","protein_coding",4803165,"CG7794",1,"ortholog_one2one","CG7794","CG7794","protein_coding","CG7794"
"9359","FBgn0038566","LOC4803167","","protein_coding",4803167,"bard",1,"ortholog_one2one","bard","CG14317","protein_coding","bard"
"9360","FBgn0038567","LOC6897961","","protein_coding",6897961,"CG14316",1,"ortholog_one2one","CG14316","CG14316","protein_coding","CG14316"
"9361","FBgn0038568","LOC4803170","","protein_coding",4803170,"CG14315",1,"ortholog_one2many","CG14315","CG14315","protein_coding","CG14315"
